"T_0","voidfractionPrev","rho","voidfractionNext","ddtVoidfraction","KslNext","UsWeightField_","p","Ksl","Tsource","T","voidfraction","KslPrev","voidfraction_0","U_0:0","U_0:1","U_0:2","U:0","U:1","U:2","UsNext:0","UsNext:1","UsNext:2","expParticleForces:0","expParticleForces:1","expParticleForces:2","impParticleForces:0","impParticleForces:1","impParticleForces:2","UsPrev:0","UsPrev:1","UsPrev:2","Us:0","Us:1","Us:2","Points:0","Points:1","Points:2"
573.18,1,0.175,1,0,0,0,26.011,0,0,573.18,1,0,1,0,0,0.025134,0,0,0.025134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.003,-0.001,-0.00125
573,1,0.175,1,0,0,0,25.899,0,0,573,1,0,1,0,0,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0028,-0.001,-0.00125
573,1,0.175,1,0,0,0,25.738,0,0,573,1,0,1,0,0,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0026,-0.001,-0.00125
573,1,0.175,1,0,0,0,25.662,0,0,573,1,0,1,0,0,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0024,-0.001,-0.00125
573,1,0.175,1,0,0,0,25.616,0,0,573,1,0,1,0,0,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0022,-0.001,-0.00125
573,1,0.175,1,0,0,0,25.585,0,0,573,1,0,1,0,0,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.002,-0.001,-0.00125
573,1,0.175,1,0,0,0,25.564,0,0,573,1,0,1,0,0,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0018,-0.001,-0.00125
573,1,0.175,1,0,0,0,25.549,0,0,573,1,0,1,0,0,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0016,-0.001,-0.00125
573,1,0.175,1,0,0,0,25.539,0,0,573,1,0,1,0,0,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0014,-0.001,-0.00125
573,1,0.175,1,0,0,0,25.533,0,0,573,1,0,1,0,0,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0012,-0.001,-0.00125
573,1,0.175,1,0,0,0,25.527,0,0,573,1,0,1,0,0,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.001,-0.001,-0.00125
573,1,0.175,1,0,0,0,25.519,0,0,573,1,0,1,0,0,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0008,-0.001,-0.00125
573,1,0.175,1,0,0,0,25.507,0,0,573,1,0,1,0,0,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0006,-0.001,-0.00125
573,1,0.175,1,0,0,0,25.494,0,0,573,1,0,1,0,0,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0004,-0.001,-0.00125
573,1,0.175,1,0,0,0,25.485,0,0,573,1,0,1,0,0,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0002,-0.001,-0.00125
573,1,0.175,1,0,0,0,25.481,0,0,573,1,0,1,0,0,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.001,-0.00125
573,1,0.175,1,0,0,0,25.485,0,0,573,1,0,1,0,0,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,-0.001,-0.00125
573,1,0.175,1,0,0,0,25.494,0,0,573,1,0,1,0,0,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004,-0.001,-0.00125
573,1,0.175,1,0,0,0,25.505,0,0,573,1,0,1,0,0,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006,-0.001,-0.00125
573,1,0.175,1,0,0,0,25.513,0,0,573,1,0,1,0,0,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008,-0.001,-0.00125
573,1,0.175,1,0,0,0,25.518,0,0,573,1,0,1,0,0,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,-0.001,-0.00125
573,1,0.175,1,0,0,0,25.522,0,0,573,1,0,1,0,0,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012,-0.001,-0.00125
573,1,0.175,1,0,0,0,25.527,0,0,573,1,0,1,0,0,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014,-0.001,-0.00125
573,1,0.175,1,0,0,0,25.532,0,0,573,1,0,1,0,0,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016,-0.001,-0.00125
573,1,0.175,1,0,0,0,25.541,0,0,573,1,0,1,0,0,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018,-0.001,-0.00125
573,1,0.175,1,0,0,0,25.559,0,0,573,1,0,1,0,0,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,-0.001,-0.00125
573,1,0.175,1,0,0,0,25.593,0,0,573,1,0,1,0,0,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022,-0.001,-0.00125
573,1,0.175,1,0,0,0,25.646,0,0,573,1,0,1,0,0,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024,-0.001,-0.00125
573,1,0.175,1,0,0,0,25.726,0,0,573,1,0,1,0,0,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026,-0.001,-0.00125
573,1,0.175,1,0,0,0,25.886,0,0,573,1,0,1,0,0,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028,-0.001,-0.00125
573.19,1,0.175,1,0,0,0,25.997,0,0,573.19,1,0,1,0,0,0.025134,0,0,0.025134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,-0.001,-0.00125
